Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049901.1,3260099,3272805,1,plus,serine/threonine-protein kinase BLUS1-like isoform X1,LOC108992816,108992816,protein-coding,XM_018967469.2,XP_018823014.1,674.0,
NC_049901.1,3274686,3283471,1,minus,proteasome assembly chaperone 3 isoform X1,LOC108992820,108992820,protein-coding,XM_018967476.2,XP_018823021.1,124.0,
NC_049901.1,3284772,3287714,1,plus,cinnamoyl-CoA reductase-like SNL6,LOC108992817,108992817,protein-coding,XM_018967471.2,XP_018823016.1,362.0,
NC_049901.1,3288943,3289038,1,minus,small nucleolar RNA snoR1,LOC118344318,118344318,snoRNA,XR_004798093.1,,,
NC_049901.1,3291235,3296043,1,plus,uncharacterized protein LOC108992819,LOC108992819,108992819,protein-coding,XM_018967473.2,XP_018823018.2,175.0,
NC_049901.1,3298319,3300770,1,plus,universal stress protein A-like protein,LOC108992818,108992818,protein-coding,XM_018967472.2,XP_018823017.2,175.0,
NC_049901.1,3304056,3307058,1,minus,uncharacterized protein LOC108992891,LOC108992891,108992891,protein-coding,XM_018967606.2,XP_018823151.1,90.0,
NC_049901.1,3311613,3312418,1,minus,"50S ribosomal protein L12, chloroplastic-like",LOC108999747,108999747,protein-coding,XM_018976648.2,XP_018832193.1,189.0,
NC_049901.1,3312548,3312619,1,minus,tRNA-Pro,TRNAP-UGG,108992897,tRNA,,,,
NC_049901.1,3313000,3318832,1,minus,"monodehydroascorbate reductase 4, peroxisomal",LOC108992868,108992868,protein-coding,XM_018967572.2,XP_018823117.1,478.0,
NC_049901.1,3325219,3328804,1,minus,myb-related protein 305-like isoform X1,LOC108992780,108992780,protein-coding,XM_018967424.2,XP_018822969.2,204.0,
NC_049901.1,3332810,3336835,1,minus,ADP-ribosylation factor 1-like isoform X1,LOC108992839,108992839,protein-coding,XM_018967512.2,XP_018823057.1,183.0,
NC_049901.1,3338140,3349080,1,plus,"peptide deformylase 1B, chloroplastic isoform X1",LOC108992837,108992837,protein-coding,XM_035693487.1,XP_035549380.1,255.0,
NC_049901.1,3351192,3354567,1,minus,polygalacturonase At1g48100,LOC108992799,108992799,protein-coding,XM_035693508.1,XP_035549401.1,455.0,
NC_049901.1,3363124,3368900,1,plus,shaggy-related protein kinase epsilon isoform X1,LOC108992860,108992860,protein-coding,XM_018967555.2,XP_018823100.1,412.0,
NC_049901.1,3374115,3380714,1,plus,DNA (cytosine-5)-methyltransferase DRM2 isoform X2,LOC108992863,108992863,protein-coding,XM_018967562.2,XP_018823107.1,589.0,
NC_049901.1,3383133,3397341,1,plus,DEAD-box ATP-dependent RNA helicase 14 isoform X1,LOC108992842,108992842,protein-coding,XM_018967517.2,XP_018823062.1,734.0,
NC_049901.1,3400951,3404249,1,plus,transcription factor MYB118-like,LOC108992800,108992800,protein-coding,XM_018967446.2,XP_018822991.2,457.0,
NC_049901.1,3404409,3407277,1,minus,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,LOC108992767,108992767,protein-coding,XM_018967405.2,XP_018822950.1,310.0,
NC_049901.1,3412405,3412966,1,minus,zinc finger A20 and AN1 domain-containing stress-associated protein 1-like,LOC108992801,108992801,protein-coding,XM_018967447.1,XP_018822992.1,121.0,
NC_049901.1,3419697,3420470,1,minus,ubiquitin-40S ribosomal protein S27a,LOC109007254,109007254,protein-coding,XM_018986851.2,XP_018842396.1,156.0,
NC_049901.1,3421492,3423571,1,minus,glutaredoxin-like,LOC109007255,109007255,protein-coding,XM_018986852.2,XP_018842397.1,107.0,
NC_049901.1,3425115,3426633,1,minus,glutaredoxin-C2-like,LOC109007257,109007257,protein-coding,XM_018986854.2,XP_018842399.1,107.0,
NC_049901.1,3434024,3440271,1,minus,isocitrate dehydrogenase [NADP],LOC109007253,109007253,protein-coding,XM_018986850.2,XP_018842395.1,497.0,
NC_049901.1,3446043,3459317,1,plus,"polyribonucleotide nucleotidyltransferase 2, mitochondrial",LOC109007251,109007251,protein-coding,XM_018986849.2,XP_018842394.2,968.0,
NC_049901.1,3464136,3468458,1,plus,cysteine-rich receptor-like protein kinase 42,LOC109007246,109007246,protein-coding,XM_018986844.2,XP_018842389.1,674.0,
NC_049901.1,3469673,3479710,1,minus,DExH-box ATP-dependent RNA helicase DExH17,LOC109007250,109007250,protein-coding,XM_035693544.1,XP_035549437.1,1248.0,
NC_049901.1,3482967,3486335,1,minus,uncharacterized protein LOC109007248,LOC109007248,109007248,protein-coding,XM_018986846.2,XP_018842391.1,256.0,
NC_049901.1,3486751,3488637,1,plus,"chaperone protein dnaJ C76, chloroplastic-like",LOC109007247,109007247,protein-coding,XM_018986845.2,XP_018842390.1,298.0,
NC_049901.1,3488549,3492890,1,minus,"sirohydrochlorin ferrochelatase, chloroplastic",LOC109007249,109007249,protein-coding,XM_018986847.2,XP_018842392.1,211.0,
NC_049901.1,3505136,3509635,1,plus,probable galactinol--sucrose galactosyltransferase 5,LOC109007245,109007245,protein-coding,XM_018986843.2,XP_018842388.1,779.0,
NC_049901.1,3511417,3515829,1,plus,LOW QUALITY PROTEIN: proline-rich protein 2,LOC109007244,109007244,protein-coding,XM_035693578.1,XP_035549471.1,515.0,
NC_049901.1,3517400,3527011,1,plus,zinc finger CCCH domain-containing protein 41,LOC109007239,109007239,protein-coding,XM_018986835.2,XP_018842380.2,928.0,
NC_049901.1,3527269,3530418,1,minus,pentatricopeptide repeat-containing protein At5g40400,LOC109007240,109007240,protein-coding,XM_018986838.2,XP_018842383.1,645.0,
NC_049901.1,3533558,3566385,1,minus,protein RST1 isoform X1,LOC109007238,109007238,protein-coding,XM_018986833.2,XP_018842378.1,1921.0,
NC_049901.1,3566420,3575982,1,plus,protein ANTHESIS POMOTING FACTOR 1,LOC109007241,109007241,protein-coding,XM_018986839.2,XP_018842384.1,338.0,
NC_049901.1,3576133,3577025,1,minus,oleosin 5-like,LOC109007243,109007243,protein-coding,XM_018986840.2,XP_018842385.1,154.0,
NC_049901.1,3589681,3591561,1,minus,LOB domain-containing protein 25,LOC109007237,109007237,protein-coding,XM_018986829.2,XP_018842374.1,170.0,
NC_049901.1,3598320,3604686,1,plus,mitogen-activated protein kinase kinase 3,LOC109007236,109007236,protein-coding,XM_018986827.2,XP_018842372.1,522.0,
NC_049901.1,3612237,3616755,1,minus,denticleless protein homolog,LOC109007234,109007234,protein-coding,XM_018986825.2,XP_018842370.1,511.0,
NC_049901.1,3619872,3628773,1,plus,pescadillo homolog,LOC109007233,109007233,protein-coding,XM_035693638.1,XP_035549531.1,606.0,
NC_049901.1,3631031,3659152,1,minus,titin-like isoform X1,LOC109013843,109013843,protein-coding,XM_035693640.1,XP_035549533.1,6605.0,
NC_049901.1,3665052,3665336,1,plus,cyclin-dependent protein kinase inhibitor SMR6-like,LOC118344292,118344292,protein-coding,XM_035684759.1,XP_035540652.1,94.0,
NC_049901.1,3676226,3678130,1,minus,F-box protein At5g51380-like,LOC109006969,109006969,protein-coding,XM_018986433.2,XP_018841978.1,475.0,
NC_049901.1,3679442,3691144,1,minus,glycosylphosphatidylinositol anchor attachment 1 protein isoform X1,LOC109006968,109006968,protein-coding,XM_018986427.2,XP_018841972.2,717.0,
NC_049901.1,3699712,3733329,1,plus,nuclear pore complex protein GP210 isoform X1,LOC108984013,108984013,protein-coding,XM_018955836.2,XP_018811381.2,1960.0,
NC_049901.1,3737989,3742836,1,plus,protein kinase PVPK-1-like,LOC108984014,108984014,protein-coding,XM_018955839.2,XP_018811384.2,676.0,
NC_049901.1,3744118,3747873,1,plus,altered inheritance of mitochondria protein 32-like,LOC108984015,108984015,protein-coding,XM_035693715.1,XP_035549608.1,396.0,
NC_049901.1,3748866,3750661,1,minus,U-box domain-containing protein 41,LOC108984012,108984012,protein-coding,XM_018955834.2,XP_018811379.1,338.0,
NC_049901.1,3752470,3754383,1,minus,alkane hydroxylase MAH1-like,LOC108984016,108984016,protein-coding,XM_018955842.2,XP_018811387.2,533.0,
NC_049901.1,3766017,3770339,1,minus,uncharacterized protein LOC109019729,LOC109019729,109019729,protein-coding,XM_019002084.2,XP_018857629.2,412.0,
NC_049901.1,3771021,3772804,1,minus,alkane hydroxylase MAH1-like,LOC109019727,109019727,protein-coding,XM_019002080.2,XP_018857625.2,514.0,
NC_049901.1,3773882,3775961,1,minus,pentatricopeptide repeat-containing protein At4g21065-like,LOC109019731,109019731,protein-coding,XM_019002086.2,XP_018857631.2,625.0,
NC_049901.1,3775806,3779416,1,minus,putative pentatricopeptide repeat-containing protein At3g01580,LOC109019730,109019730,protein-coding,XM_019002085.2,XP_018857630.2,702.0,
NC_049901.1,3787244,3790889,1,plus,putative glucose-6-phosphate 1-epimerase,LOC109004225,109004225,protein-coding,XM_018982702.2,XP_018838247.1,306.0,
NC_049901.1,3792763,3798079,1,plus,ribosomal RNA-processing protein 8,LOC109004228,109004228,protein-coding,XM_018982706.2,XP_018838251.1,289.0,
NC_049901.1,3794125,3818006,1,minus,uncharacterized LOC118349391,LOC118349391,118349391,lncRNA,XR_004802373.1,,,
NC_049901.1,3799446,3804185,1,plus,serine/threonine-protein kinase STY13-like,LOC109004226,109004226,protein-coding,XM_018982703.2,XP_018838248.2,352.0,
NC_049901.1,3805415,3809712,1,plus,SUPPRESSOR OF GAMMA RESPONSE 1-like isoform X1,LOC108982494,108982494,protein-coding,XM_018953888.2,XP_018809433.1,402.0,
NC_049901.1,3813941,3816905,1,minus,uncharacterized protein LOC108982501,LOC108982501,108982501,protein-coding,XM_018953903.2,XP_018809448.1,387.0,
NC_049901.1,3827249,3837408,1,plus,golgin candidate 6 isoform X1,LOC108982495,108982495,protein-coding,XM_018953892.2,XP_018809437.2,915.0,
NC_049901.1,3838567,3843089,1,plus,glucuronokinase 1-like,LOC108982498,108982498,protein-coding,XM_018953897.2,XP_018809442.1,357.0,
NC_049901.1,3843391,3845241,1,minus,uncharacterized protein LOC108982500,LOC108982500,108982500,protein-coding,XM_018953902.2,XP_018809447.2,186.0,
NC_049901.1,3846349,3850655,1,minus,uncharacterized protein LOC108999759 isoform X1,LOC108999759,108999759,protein-coding,XM_035693775.1,XP_035549668.1,403.0,
NC_049901.1,3855137,3861466,1,plus,SAGA-associated factor 29 homolog A-like isoform X1,LOC108982499,108982499,protein-coding,XM_018953898.2,XP_018809443.1,269.0,
NC_049901.1,3861912,3863765,1,plus,"elongation factor Tu, chloroplastic-like",LOC108982497,108982497,protein-coding,XM_035693791.1,XP_035549684.1,486.0,
NC_049901.1,3865545,3867434,1,minus,GDSL esterase/lipase At5g14450-like,LOC108982502,108982502,protein-coding,XM_018953904.2,XP_018809449.2,384.0,
NC_049901.1,3870701,3872298,1,minus,GDSL esterase/lipase At5g14450-like,LOC109010190,109010190,protein-coding,XM_018990942.2,XP_018846487.2,387.0,
NC_049901.1,3874756,3877500,1,plus,uncharacterized protein LOC109009649,LOC109009649,109009649,protein-coding,XM_018990227.2,XP_018845772.2,264.0,
NC_049901.1,3878097,3882818,1,minus,probable methyltransferase PMT9,LOC109009650,109009650,protein-coding,XM_018990228.2,XP_018845773.1,613.0,
NC_049901.1,3890497,3896557,1,plus,E3 ubiquitin-protein ligase RGLG2-like isoform X1,LOC109009644,109009644,protein-coding,XM_035693799.1,XP_035549692.1,472.0,
NC_049901.1,3897507,3897902,1,plus,uncharacterized protein LOC109010176,LOC109010176,109010176,protein-coding,XM_018990923.1,XP_018846468.1,131.0,
NC_049901.1,3902221,3907332,1,plus,"pentatricopeptide repeat-containing protein At4g35850, mitochondrial-like isoform X1",LOC109009653,109009653,protein-coding,XM_018990231.2,XP_018845776.1,444.0,
NC_049901.1,3908050,3913329,1,plus,"pentatricopeptide repeat-containing protein At4g35850, mitochondrial-like isoform X1",LOC109009652,109009652,protein-coding,XM_018990229.2,XP_018845774.1,444.0,
NC_049901.1,3914280,3917201,1,plus,pre-rRNA-processing protein ESF2-like,LOC109016041,109016041,protein-coding,XM_035693814.1,XP_035549707.1,327.0,
NC_049901.1,3917436,3920570,1,minus,ras-related protein RABB1b-like,LOC109009654,109009654,protein-coding,XM_018990234.2,XP_018845779.1,212.0,
NC_049901.1,3921309,3923258,1,minus,uncharacterized gene,LOC109009646,109009646,pseudogene,,,,
NC_049901.1,3925097,3927855,1,minus,cytochrome P450 724B1 isoform X2,LOC109009656,109009656,protein-coding,XM_018990235.2,XP_018845780.1,430.0,
NC_049901.1,3930894,3933647,1,plus,"28 kDa ribonucleoprotein, chloroplastic-like",LOC109009657,109009657,protein-coding,XM_018990236.2,XP_018845781.1,293.0,
NC_049901.1,3936067,3939970,1,plus,protein SIEVE ELEMENT OCCLUSION B-like isoform X1,LOC109009658,109009658,protein-coding,XM_035693829.1,XP_035549722.1,709.0,
NC_049901.1,3942120,3945878,1,plus,protein SIEVE ELEMENT OCCLUSION B-like,LOC109009659,109009659,protein-coding,XM_018990238.2,XP_018845783.2,836.0,
NC_049901.1,3947545,3948464,1,plus,uncharacterized protein LOC118349420,LOC118349420,118349420,protein-coding,XM_035693835.1,XP_035549728.1,128.0,
NC_049901.1,3952776,3956816,1,plus,alpha/beta hydrolase domain-containing protein 17C-like,LOC109009662,109009662,protein-coding,XM_018990241.2,XP_018845786.1,374.0,
NC_049901.1,3957302,3960445,1,minus,glycerol-3-phosphate dehydrogenase [NAD(+)]-like,LOC109009660,109009660,protein-coding,XM_018990239.2,XP_018845784.2,422.0,
NC_049901.1,3963918,3966858,1,minus,mitochondrial inner membrane protease ATP23,LOC109009663,109009663,protein-coding,XM_018990242.2,XP_018845787.2,197.0,
NC_049901.1,3968754,3969215,1,plus,classical arabinogalactan protein 11-like,LOC109009647,109009647,protein-coding,XM_018990226.1,XP_018845771.1,153.0,
NC_049901.1,3971689,3973578,1,minus,pectate lyase-like,LOC109009664,109009664,protein-coding,XM_018990244.2,XP_018845789.1,405.0,
NC_049901.1,3978995,3983057,1,plus,uncharacterized protein LOC109009665,LOC109009665,109009665,protein-coding,XM_018990245.2,XP_018845790.2,350.0,
NC_049901.1,3983511,3984591,1,minus,uncharacterized LOC109009667,LOC109009667,109009667,lncRNA,XR_001999091.2,,,
NC_049901.1,3988365,3989286,1,minus,BAG family molecular chaperone regulator 2-like,LOC109019565,109019565,protein-coding,XM_019001874.2,XP_018857419.1,162.0,
NC_049901.1,3991996,3994821,1,plus,"protein LOW PHOTOSYNTHETIC EFFICIENCY 1, chloroplastic-like",LOC109019566,109019566,protein-coding,XM_019001875.2,XP_018857420.1,759.0,
NC_049901.1,3996830,4001817,1,plus,uncharacterized membrane protein At3g27390-like,LOC109008917,109008917,protein-coding,XM_018989199.2,XP_018844744.2,588.0,
NC_049901.1,4002238,4003204,1,minus,mavicyanin-like,LOC109008835,109008835,protein-coding,XM_018989065.2,XP_018844610.1,178.0,
NC_049901.1,4003590,4005059,1,minus,protein NOI4-like isoform X1,LOC109008836,109008836,protein-coding,XM_018989066.2,XP_018844611.1,86.0,
NC_049901.1,4006679,4009161,1,plus,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial-like",LOC109008918,109008918,protein-coding,XM_018989202.2,XP_018844747.2,274.0,
NC_049901.1,4010155,4012840,1,minus,ATP synthase mitochondrial F1 complex assembly factor 2-like,LOC109008919,109008919,protein-coding,XM_018989203.2,XP_018844748.2,343.0,
NC_049901.1,4013745,4017426,1,minus,uncharacterized gene,LOC109008920,109008920,pseudogene,,,,
NC_049901.1,4018091,4022262,1,minus,cystinosin homolog,LOC109008922,109008922,protein-coding,XM_018989206.2,XP_018844751.1,275.0,
NC_049901.1,4025478,4028559,1,plus,cystinosin homolog isoform X1,LOC109010526,109010526,protein-coding,XM_035693882.1,XP_035549775.1,309.0,
NC_049901.1,4029278,4030103,1,plus,uncharacterized protein LOC109011000,LOC109011000,109011000,protein-coding,XM_018992039.2,XP_018847584.2,197.0,
NC_049901.1,4030317,4034377,1,minus,protein WVD2-like 7 isoform X1,LOC109010761,109010761,protein-coding,XM_018991706.2,XP_018847251.1,566.0,
NC_049901.1,4035500,4041390,1,minus,peptidyl serine alpha-galactosyltransferase,LOC109011072,109011072,protein-coding,XM_018992163.2,XP_018847708.1,807.0,
NC_049901.1,4045645,4048049,1,minus,myb-related protein 315-like,LOC109010672,109010672,protein-coding,XM_018991603.2,XP_018847148.1,266.0,
NC_049901.1,4052513,4054986,1,plus,glycosyltransferase family 92 protein RCOM_0530710-like,LOC109011157,109011157,protein-coding,XM_018992275.2,XP_018847820.1,582.0,
NC_049901.1,4063915,4081675,1,minus,uncharacterized protein LOC109010443 isoform X1,LOC109010443,109010443,protein-coding,XM_035693919.1,XP_035549812.1,1110.0,
NC_049901.1,4064902,4065039,1,minus,uncharacterized gene,LOC118344341,118344341,pseudogene,,,,
NC_049901.1,4083758,4088020,1,minus,uncharacterized gene,LOC109019735,109019735,pseudogene,,,,
NC_049901.1,4092594,4098437,1,minus,serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform-like,LOC109019741,109019741,protein-coding,XM_019002096.2,XP_018857641.1,524.0,
NC_049901.1,4103358,4111393,1,minus,AUGMIN subunit 6-like,LOC109019740,109019740,protein-coding,XM_019002095.2,XP_018857640.1,745.0,
NC_049901.1,4113401,4117075,1,plus,plant UBX domain-containing protein 1-like isoform X1,LOC109019743,109019743,protein-coding,XM_019002100.2,XP_018857645.1,254.0,
NC_049901.1,4121153,4130713,1,plus,"glucose-6-phosphate 1-dehydrogenase, cytoplasmic isoform isoform X1",LOC109019736,109019736,protein-coding,XM_019002088.2,XP_018857633.2,516.0,
NC_049901.1,4132317,4142104,1,plus,F-box protein SKIP14-like,LOC109019737,109019737,protein-coding,XM_019002092.2,XP_018857637.1,481.0,
NC_049901.1,4145941,4149098,1,plus,cytosolic Fe-S cluster assembly factor NBP35,LOC109019738,109019738,protein-coding,XM_019002093.2,XP_018857638.1,356.0,
NC_049901.1,4151127,4154505,1,minus,"prohibitin-3, mitochondrial-like",LOC108982238,108982238,protein-coding,XM_035693944.1,XP_035549837.1,278.0,
NC_049901.1,4161305,4165300,1,plus,uncharacterized protein LOC108982239 isoform X1,LOC108982239,108982239,protein-coding,XM_018953547.2,XP_018809092.1,145.0,
NC_049901.1,4166155,4169912,1,plus,inversin-like,LOC108982240,108982240,protein-coding,XM_018953552.2,XP_018809097.1,679.0,
NC_049901.1,4183635,4188732,1,plus,lysine histidine transporter 1-like,LOC109009189,109009189,protein-coding,XM_018989584.2,XP_018845129.1,449.0,
NC_049901.1,4188920,4190202,1,minus,TLC domain-containing protein At5g14285-like,LOC109009192,109009192,protein-coding,XM_018989587.2,XP_018845132.1,247.0,
NC_049901.1,4190379,4194729,1,minus,transcription factor GTE8-like,LOC109009186,109009186,protein-coding,XM_018989578.2,XP_018845123.1,746.0,
NC_049901.1,4199815,4206752,1,minus,uncharacterized protein LOC108984044,LOC108984044,108984044,protein-coding,XM_018955871.2,XP_018811416.1,315.0,
NC_049901.1,4202478,4203683,1,minus,uncharacterized protein LOC108984046,LOC108984046,108984046,protein-coding,XM_035693975.1,XP_035549868.1,292.0,
NC_049901.1,4208934,4214166,1,minus,"cytochrome c1-2, heme protein, mitochondrial",LOC108984043,108984043,protein-coding,XM_018955870.2,XP_018811415.1,307.0,
NC_049901.1,4215634,4220709,1,plus,kelch repeat-containing protein At3g27220-like,LOC108984041,108984041,protein-coding,XM_018955869.2,XP_018811414.1,430.0,
NC_049901.1,4220778,4225105,1,minus,"ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic",LOC108984040,108984040,protein-coding,XM_018955868.2,XP_018811413.1,523.0,
NC_049901.1,4227743,4233368,1,plus,uncharacterized gene,LOC108984039,108984039,pseudogene,,,,
NC_049901.1,4233992,4243493,1,plus,protein TPLATE-like isoform X1,LOC118343660,118343660,protein-coding,XM_018989568.2,XP_018845113.1,1170.0,
NC_049901.1,4244263,4247089,1,plus,phosducin-like protein 3,LOC109009180,109009180,protein-coding,XM_018989567.2,XP_018845112.1,253.0,
NC_049901.1,4247580,4251037,1,minus,50S ribosomal protein L13,LOC109009178,109009178,protein-coding,XM_018989563.2,XP_018845108.1,204.0,
NC_049901.1,4251577,4253445,1,minus,mitochondrial pyruvate carrier 1-like,LOC109009179,109009179,protein-coding,XM_018989565.2,XP_018845110.1,107.0,
NC_049901.1,4254334,4261614,1,minus,sister chromatid cohesion 1 protein 2,LOC109009177,109009177,protein-coding,XM_018989562.2,XP_018845107.1,719.0,
NC_049901.1,4262398,4267283,1,plus,ribosome-recycling factor,LOC109009176,109009176,protein-coding,XM_018989561.2,XP_018845106.2,310.0,
NC_049901.1,4267623,4272481,1,minus,ankyrin repeat domain-containing protein 17-like,LOC109009174,109009174,protein-coding,XM_018989560.2,XP_018845105.2,760.0,
NC_049901.1,4282198,4284872,1,plus,uncharacterized LOC118349456,LOC118349456,118349456,lncRNA,XR_004802397.1,,,
NC_049901.1,4288085,4293510,1,plus,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770,LOC108992089,108992089,protein-coding,XM_018966537.2,XP_018822082.2,762.0,
NC_049901.1,4295763,4302512,1,plus,uncharacterized protein LOC108992087,LOC108992087,108992087,protein-coding,XM_018966534.2,XP_018822079.2,1089.0,
NC_049901.1,4303609,4305793,1,minus,"probable adenylate kinase 7, mitochondrial",LOC108992092,108992092,protein-coding,XM_018966539.2,XP_018822084.1,283.0,
NC_049901.1,4318181,4319988,1,plus,UPF0481 protein At3g47200-like,LOC108992090,108992090,protein-coding,XM_018966538.2,XP_018822083.2,418.0,
NC_049901.1,4326130,4327491,1,plus,UPF0481 protein At3g47200-like,LOC108992072,108992072,protein-coding,XM_018966521.2,XP_018822066.2,398.0,
NC_049901.1,4328924,4330672,1,plus,UPF0481 protein At3g47200-like isoform X2,LOC108992074,108992074,protein-coding,XM_018966523.2,XP_018822068.2,427.0,
NC_049901.1,4337069,4337739,1,plus,putative calcium-binding protein CML19,LOC108992079,108992079,protein-coding,XM_018966528.2,XP_018822073.1,141.0,
NC_049901.1,4338291,4340327,1,minus,protein LYK2-like,LOC108979612,108979612,protein-coding,XM_018950313.2,XP_018805858.2,678.0,
NC_049901.1,4353997,4354689,1,plus,uncharacterized protein LOC108992075,LOC108992075,108992075,protein-coding,XM_018966524.1,XP_018822069.1,230.0,
NC_049901.1,4357441,4360754,1,plus,uncharacterized protein At3g27210-like,LOC108992085,108992085,protein-coding,XM_018966533.2,XP_018822078.1,246.0,
NC_049901.1,4363743,4365331,1,plus,UPF0481 protein At3g47200-like,LOC108992076,108992076,protein-coding,XM_035694068.1,XP_035549961.1,429.0,
NC_049901.1,4376027,4379350,1,plus,triacylglycerol lipase 2-like,LOC108992070,108992070,protein-coding,XM_018966519.2,XP_018822064.1,417.0,
NC_049901.1,4380006,4380920,1,plus,mavicyanin,LOC108992077,108992077,protein-coding,XM_018966526.2,XP_018822071.1,168.0,
NC_049901.1,4381418,4388063,1,plus,"uridine kinase-like protein 1, chloroplastic isoform X1",LOC108992088,108992088,protein-coding,XM_018966536.2,XP_018822081.1,485.0,
NC_049901.1,4388846,4394520,1,plus,uncharacterized RNA methyltransferase pc1998,LOC108992084,108992084,protein-coding,XM_018966532.2,XP_018822077.1,522.0,
NC_049901.1,4394493,4398534,1,minus,chloride channel protein CLC-b,LOC108992083,108992083,protein-coding,XM_018966531.2,XP_018822076.2,788.0,
NC_049901.1,4411728,4411827,1,plus,small nucleolar RNA SNORA14,LOC118344327,118344327,snoRNA,XR_004798100.1,,,
NC_049901.1,4425730,4427098,1,minus,uncharacterized gene,LOC109021875,109021875,pseudogene,,,,
NC_049901.1,4439555,4442196,1,plus,F-box/kelch-repeat protein At3g27150,LOC109021890,109021890,protein-coding,XM_019004624.2,XP_018860169.1,437.0,
NC_049901.1,4444727,4447574,1,plus,SWI/SNF complex component SNF12 homolog,LOC109021886,109021886,protein-coding,XM_019004619.2,XP_018860164.1,543.0,
NC_049901.1,4447817,4447888,1,minus,tRNA-Pro,TRNAP-UGG,109021895,tRNA,,,,
NC_049901.1,4449028,4454105,1,plus,ATPase family AAA domain-containing protein FIGL1,LOC109021891,109021891,protein-coding,XM_019004627.2,XP_018860172.1,685.0,
NC_049901.1,4454348,4456066,1,minus,cytochrome P450 94B3,LOC109021892,109021892,protein-coding,XM_019004628.2,XP_018860173.1,497.0,
NC_049901.1,4459523,4465305,1,minus,sulfite oxidase,LOC109021880,109021880,protein-coding,XM_019004608.2,XP_018860153.1,393.0,
NC_049901.1,4466301,4468425,1,plus,pentatricopeptide repeat-containing protein At5g56310-like,LOC109021879,109021879,protein-coding,XM_019004607.2,XP_018860152.2,500.0,
NC_049901.1,4469372,4471155,1,plus,uncharacterized protein LOC109021882,LOC109021882,109021882,protein-coding,XM_019004610.2,XP_018860155.1,399.0,
NC_049901.1,4471206,4478859,1,minus,protease HtpX homolog,LOC109021883,109021883,protein-coding,XM_019004611.2,XP_018860156.2,335.0,
NC_049901.1,4479216,4482925,1,minus,B2 protein,LOC109021884,109021884,protein-coding,XM_019004614.2,XP_018860159.1,306.0,
NC_049901.1,4485597,4489291,1,plus,mitochondrial import receptor subunit TOM20,LOC109021872,109021872,protein-coding,XM_019004599.2,XP_018860144.2,202.0,
NC_049901.1,4490657,4494891,1,plus,uncharacterized protein YciO isoform X1,LOC109021893,109021893,protein-coding,XM_019004629.2,XP_018860174.1,316.0,
NC_049901.1,4495440,4500840,1,minus,uncharacterized protein LOC109021874 isoform X1,LOC109021874,109021874,protein-coding,XM_019004601.2,XP_018860146.1,1144.0,
NC_049901.1,4506793,4512184,1,plus,ribonucleoside-diphosphate reductase small chain,LOC109021887,109021887,protein-coding,XM_035694133.1,XP_035550026.1,330.0,
NC_049901.1,4507837,4512387,1,plus,uncharacterized protein LOC109021889,LOC109021889,109021889,protein-coding,XM_019004622.2,XP_018860167.1,188.0,
NC_049901.1,4513295,4513375,1,plus,tRNA-Leu,TRNAL-AAG,109021894,tRNA,,,,
NC_049901.1,4514532,4516089,1,minus,probable methyltransferase At1g27930,LOC109021873,109021873,protein-coding,XM_019004600.2,XP_018860145.1,286.0,
NC_049901.1,4517430,4519308,1,plus,uncharacterized gene,LOC109021877,109021877,pseudogene,,,,
NC_049901.1,4519807,4521493,1,minus,protein transport protein Sec61 subunit gamma-like,LOC109005635,109005635,protein-coding,XM_018984644.2,XP_018840189.1,69.0,
NC_049901.1,4532282,4534501,1,plus,peroxidase 55,LOC109005636,109005636,protein-coding,XM_018984645.2,XP_018840190.1,321.0,
NC_049901.1,4535368,4539913,1,minus,protein NUCLEAR FUSION DEFECTIVE 4-like isoform X1,LOC109005637,109005637,protein-coding,XM_018984646.2,XP_018840191.1,597.0,
NC_049901.1,4545743,4547266,1,plus,nuclear transport factor 2B-like,LOC109005641,109005641,protein-coding,XM_018984652.2,XP_018840197.1,123.0,
NC_049901.1,4545752,4545833,1,plus,tRNA-Ser,TRNAS-UGA,109005648,tRNA,,,,
NC_049901.1,4546219,4552628,1,plus,uncharacterized protein LOC109005646,LOC109005646,109005646,protein-coding,XM_035694162.1,XP_035550055.1,142.0,
NC_049901.1,4550550,4551095,1,minus,uncharacterized protein LOC109005643,LOC109005643,109005643,protein-coding,XM_035694159.1,XP_035550052.1,68.0,
NC_049901.1,4554301,4554760,1,minus,uncharacterized protein LOC109015096,LOC109015096,109015096,protein-coding,XM_035694157.1,XP_035550050.1,70.0,
NC_049901.1,4555495,4557090,1,plus,uncharacterized protein LOC109015097,LOC109015097,109015097,protein-coding,XM_018997580.2,XP_018853125.1,69.0,
NC_049901.1,4557163,4558360,1,minus,uncharacterized protein LOC109015095,LOC109015095,109015095,protein-coding,XM_018997576.2,XP_018853121.1,127.0,
